customerid,age,gender,frequencyofpurchases,purchaseamount,interactiontype,subscriptionstatus,promocodeused,previouspurchases,timestamp
2872,46,Female,Bi-Weekly,43,like,No,No,40,2023-12-01
2873,63,Female,Annually,48,like,No,No,5,2023-12-02
2874,44,Female,Monthly,40,purchase,No,No,8,2023-12-03
2875,36,Female,Annually,29,view,No,No,2,2023-12-04
2876,24,Female,Weekly,81,like,No,No,14,2023-12-05
2877,65,Female,Fortnightly,84,purchase,No,No,5,2023-12-06
2878,32,Female,Monthly,46,purchase,No,No,34,2023-12-07
2879,63,Female,Annually,86,view,No,No,13,2023-12-08
2880,62,Female,Annually,57,like,No,No,31,2023-12-09
2881,19,Female,Quarterly,61,view,No,No,43,2023-12-10
2882,38,Female,Annually,90,like,No,No,6,2023-12-11
2883,59,Female,Bi-Weekly,51,like,No,No,23,2023-12-12
2884,22,Female,Weekly,48,purchase,No,No,10,2023-12-13
2885,55,Female,Every 3 Months,50,view,No,No,47,2023-12-14
2886,29,Female,Bi-Weekly,82,like,No,No,14,2023-12-15
2887,42,Female,Weekly,33,purchase,No,No,29,2023-12-16
2888,23,Female,Bi-Weekly,28,purchase,No,No,12,2023-12-17
2889,70,Female,Quarterly,42,view,No,No,25,2023-12-18
2890,64,Female,Annually,43,like,No,No,21,2023-12-19
2891,39,Female,Monthly,55,view,No,No,23,2023-12-20
2892,47,Female,Monthly,73,like,No,No,10,2023-12-21
2893,22,Female,Monthly,39,like,No,No,47,2023-12-22
2894,69,Female,Every 3 Months,20,purchase,No,No,44,2023-12-23
2895,35,Female,Annually,32,view,No,No,41,2023-12-24
2896,56,Female,Monthly,86,like,No,No,29,2023-12-25
2897,30,Female,Every 3 Months,91,purchase,No,No,2,2023-12-26
2898,43,Female,Fortnightly,59,purchase,No,No,2,2023-12-27
2899,23,Female,Annually,33,view,No,No,29,2023-12-28
2900,50,Female,Fortnightly,64,like,No,No,22,2023-01-01
2901,41,Female,Bi-Weekly,67,view,No,No,23,2022-12-28
2902,41,Female,Quarterly,43,like,No,No,46,2022-12-29
2903,27,Female,Bi-Weekly,32,like,No,No,19,2022-12-30
2904,38,Female,Every 3 Months,39,purchase,No,No,24,2022-12-31
2905,41,Female,Monthly,41,view,No,No,43,2023-01-01
2906,58,Female,Fortnightly,53,like,No,No,14,2023-01-02
2907,58,Female,Annually,27,purchase,No,No,7,2023-01-03
2908,19,Female,Bi-Weekly,82,purchase,No,No,50,2023-01-04
2909,43,Female,Every 3 Months,87,view,No,No,15,2023-01-05
2910,27,Female,Every 3 Months,78,like,No,No,40,2023-01-06
2911,32,Female,Monthly,32,view,No,No,41,2023-01-07
2912,28,Female,Quarterly,38,like,No,No,34,2023-01-08
2913,48,Female,Bi-Weekly,37,like,No,No,27,2023-01-09
2914,43,Female,Every 3 Months,83,purchase,No,No,12,2023-01-10
2915,45,Female,Bi-Weekly,72,view,No,No,1,2023-01-11
2916,26,Female,Bi-Weekly,30,like,No,No,39,2023-01-12
2917,62,Female,Bi-Weekly,66,purchase,No,No,13,2023-01-13
2918,58,Female,Annually,45,Unk,No,No,50,N
2919,19,Female,Weekly,73,Unk,No,No,36,N
2920,64,Female,Monthly,67,Unk,No,No,31,N
2921,33,Female,Bi-Weekly,72,Unk,No,No,3,N
2922,20,Female,Fortnightly,24,Unk,No,No,11,N
2923,45,Female,Quarterly,68,Unk,No,No,16,N
2924,28,Female,Quarterly,70,Unk,No,No,12,N
2925,47,Female,Every 3 Months,64,Unk,No,No,37,N
2926,54,Female,Every 3 Months,91,Unk,No,No,43,N
2927,64,Female,Weekly,82,Unk,No,No,9,N
2928,45,Female,Bi-Weekly,24,Unk,No,No,15,N
2929,40,Female,Weekly,80,Unk,No,No,17,N
2930,31,Female,Fortnightly,53,Unk,No,No,42,N
2931,38,Female,Monthly,50,Unk,No,No,14,N
2932,36,Female,Bi-Weekly,31,Unk,No,No,49,N
2933,65,Female,Quarterly,88,Unk,No,No,3,N
2934,27,Female,Monthly,52,Unk,No,No,28,N
2935,38,Female,Quarterly,22,Unk,No,No,41,N
2936,58,Female,Weekly,27,Unk,No,No,11,N
2937,31,Female,Weekly,34,Unk,No,No,46,N
2938,28,Female,Weekly,39,Unk,No,No,15,N
2939,28,Female,Monthly,53,Unk,No,No,15,N
2940,32,Female,Weekly,46,Unk,No,No,34,N
2941,61,Female,Monthly,85,Unk,No,No,13,N
2942,38,Female,Monthly,86,Unk,No,No,27,N
2943,54,Female,Weekly,63,purchase,No,No,37,2023-10-24
2944,29,Female,Monthly,44,view,No,No,37,2023-10-25
2945,50,Female,Every 3 Months,95,like,No,No,4,2023-10-26
2946,32,Female,Every 3 Months,49,view,No,No,1,2023-10-27
2947,38,Female,Quarterly,77,like,No,No,29,2023-10-28
2948,52,Female,Annually,63,like,No,No,50,2023-10-29
2949,61,Female,Bi-Weekly,83,purchase,No,No,38,2023-10-30
2950,25,Female,Annually,93,view,No,No,15,2023-10-31
2951,22,Female,Every 3 Months,91,like,No,No,44,2023-11-01
2952,47,Female,Weekly,99,purchase,No,No,14,2023-11-02
2953,50,Female,Monthly,24,purchase,No,No,5,2023-11-03
2954,45,Female,Annually,82,view,No,No,11,2023-11-04
2955,33,Female,Annually,28,like,No,No,15,2023-11-05
2956,42,Female,Annually,67,view,No,No,46,2023-11-06
2957,52,Female,Monthly,88,like,No,No,30,2023-11-07
2958,69,Female,Annually,70,like,No,No,2,2023-11-08
2959,55,Female,Monthly,100,purchase,No,No,28,2023-11-09
2960,38,Female,Quarterly,28,view,No,No,9,2023-11-10
2961,57,Female,Weekly,48,like,No,No,47,2023-11-11
2962,33,Female,Bi-Weekly,43,purchase,No,No,21,2023-11-12
2963,57,Female,Every 3 Months,40,purchase,No,No,42,2023-11-13
2964,52,Female,Weekly,97,view,No,No,28,2023-11-14
2965,44,Female,Fortnightly,25,like,No,No,13,2023-11-15
2966,48,Female,Fortnightly,45,view,No,No,25,2023-11-16
2967,52,Female,Every 3 Months,49,like,No,No,38,2023-11-17
2968,34,Female,Annually,36,like,No,No,40,2023-11-18
2969,26,Female,Every 3 Months,48,purchase,No,No,25,2023-11-19
2970,36,Female,Every 3 Months,62,view,No,No,20,2023-11-20
2971,24,Female,Bi-Weekly,74,like,No,No,44,2023-11-21
2972,30,Female,Every 3 Months,100,purchase,No,No,9,2023-11-22
2973,31,Female,Every 3 Months,39,purchase,No,No,11,2023-11-23
2974,25,Female,Fortnightly,65,view,No,No,3,2023-11-24
2975,57,Female,Weekly,99,like,No,No,34,2023-11-25
2976,61,Female,Every 3 Months,68,view,No,No,48,2023-11-26
2977,30,Female,Fortnightly,97,like,No,No,28,2023-11-27
2978,38,Female,Annually,47,like,No,No,20,2023-11-28
2979,53,Female,Fortnightly,56,purchase,No,No,49,2023-11-29
2980,31,Female,Weekly,91,view,No,No,14,2023-11-30
2981,70,Female,Monthly,93,like,No,No,9,2023-12-01
2982,21,Female,Annually,36,purchase,No,No,37,2023-12-02
2983,33,Female,Weekly,45,purchase,No,No,4,2023-12-03
2984,60,Female,Quarterly,44,view,No,No,1,2023-12-04
2985,45,Female,Bi-Weekly,32,like,No,No,36,2023-12-05
2986,46,Female,Bi-Weekly,36,view,No,No,21,2023-12-06
2987,62,Female,Monthly,85,like,No,No,16,2023-12-07
2988,63,Female,Monthly,36,like,No,No,42,2023-12-08
2989,69,Female,Monthly,55,purchase,No,No,31,2023-12-09
2990,46,Female,Weekly,20,view,No,No,6,2023-12-10
2991,69,Female,Monthly,91,like,No,No,24,2023-12-11
2992,66,Female,Bi-Weekly,71,purchase,No,No,7,2023-12-12
2993,41,Female,Weekly,64,purchase,No,No,25,2023-12-13
2994,32,Female,Bi-Weekly,21,view,No,No,18,2023-12-14
2995,69,Female,Quarterly,100,like,No,No,14,2023-12-15
2996,29,Female,Bi-Weekly,96,view,No,No,42,2023-12-16
2997,70,Female,Every 3 Months,91,purchase,No,No,6,2023-12-17
2998,41,Female,Every 3 Months,40,view,No,No,14,2023-12-18
2999,31,Female,Quarterly,53,like,No,No,30,2023-12-19
3000,31,Female,Monthly,48,Unk,No,No,10,N
3001,57,Female,Weekly,70,Unk,No,No,7,N
3002,29,Female,Quarterly,29,Unk,No,No,28,N
3003,70,Female,Quarterly,29,Unk,No,No,19,N
3004,51,Female,Every 3 Months,53,Unk,No,No,13,N
3005,45,Female,Fortnightly,79,Unk,No,No,23,N
3006,18,Female,Weekly,65,Unk,No,No,5,N
3007,37,Female,Bi-Weekly,99,Unk,No,No,17,N
3008,23,Female,Weekly,60,Unk,No,No,31,N
3009,39,Female,Weekly,86,Unk,No,No,19,N
3010,62,Female,Fortnightly,73,Unk,No,No,8,N
3011,70,Female,Annually,45,Unk,No,No,15,N
3012,20,Female,Every 3 Months,70,Unk,No,No,18,N
3013,42,Female,Annually,65,Unk,No,No,16,N
3014,41,Female,Monthly,55,Unk,No,No,13,N
3015,24,Female,Every 3 Months,65,Unk,No,No,38,N
3016,37,Female,Bi-Weekly,21,Unk,No,No,27,N
3017,30,Female,Quarterly,26,Unk,No,No,31,N
3018,58,Female,Bi-Weekly,71,Unk,No,No,24,N
3019,43,Female,Bi-Weekly,41,Unk,No,No,21,N
3020,19,Female,Annually,44,Unk,No,No,15,N
3021,23,Female,Every 3 Months,81,Unk,No,No,48,N
3022,65,Female,Quarterly,77,Unk,No,No,47,N
3023,58,Female,Weekly,26,Unk,No,No,23,N
3024,50,Female,Quarterly,31,Unk,No,No,4,N
3025,67,Female,Every 3 Months,82,Unk,No,No,47,N
3026,40,Female,Monthly,60,Unk,No,No,7,N
3027,55,Female,Annually,70,Unk,No,No,6,N
3028,52,Female,Quarterly,26,Unk,No,No,47,N
3029,62,Female,Every 3 Months,100,Unk,No,No,7,N
3030,64,Female,Quarterly,82,Unk,No,No,1,N
3031,43,Female,Weekly,24,Unk,No,No,23,N
3032,61,Female,Monthly,74,Unk,No,No,30,N
3033,26,Female,Quarterly,58,Unk,No,No,24,N
3034,22,Female,Weekly,56,Unk,No,No,9,N
3035,51,Female,Quarterly,37,Unk,No,No,25,N
3036,69,Female,Bi-Weekly,64,Unk,No,No,18,N
3037,50,Female,Fortnightly,58,Unk,No,No,7,N
3038,51,Female,Annually,44,Unk,No,No,2,N
3039,56,Female,Annually,39,Unk,No,No,36,N
3040,59,Female,Bi-Weekly,48,Unk,No,No,31,N
3041,18,Female,Fortnightly,32,Unk,No,No,10,N
3042,48,Female,Monthly,79,Unk,No,No,27,N
3043,53,Female,Every 3 Months,27,Unk,No,No,14,N
3044,45,Female,Monthly,98,Unk,No,No,17,N
3045,21,Female,Quarterly,67,Unk,No,No,10,N
3046,42,Female,Bi-Weekly,37,Unk,No,No,4,N
3047,60,Female,Every 3 Months,49,Unk,No,No,25,N
3048,21,Female,Bi-Weekly,74,Unk,No,No,3,N
3049,69,Female,Fortnightly,93,Unk,No,No,47,N
3050,40,Female,Bi-Weekly,60,Unk,No,No,41,N
3051,31,Female,Every 3 Months,76,Unk,No,No,28,N
3052,44,Female,Every 3 Months,64,Unk,No,No,49,N
3053,48,Female,Fortnightly,38,Unk,No,No,7,N
3054,32,Female,Monthly,91,Unk,No,No,22,N
3055,42,Female,Monthly,70,Unk,No,No,34,N
3056,27,Female,Bi-Weekly,22,Unk,No,No,5,N
3057,69,Female,Bi-Weekly,59,Unk,No,No,15,N
3058,67,Female,Weekly,22,Unk,No,No,26,N
3059,41,Female,Fortnightly,74,Unk,No,No,3,N
3060,46,Female,Quarterly,71,Unk,No,No,42,N
3061,47,Female,Monthly,80,Unk,No,No,1,N
3062,33,Female,Every 3 Months,59,Unk,No,No,20,N
3063,51,Female,Monthly,96,Unk,No,No,39,N
3064,26,Female,Fortnightly,43,Unk,No,No,24,N
3065,22,Female,Quarterly,76,Unk,No,No,49,N
3066,49,Female,Bi-Weekly,59,Unk,No,No,7,N
3067,58,Female,Every 3 Months,48,Unk,No,No,13,N
3068,70,Female,Weekly,22,Unk,No,No,2,N
3069,32,Female,Weekly,40,Unk,No,No,4,N
3070,62,Female,Quarterly,73,Unk,No,No,17,N
3071,52,Female,Bi-Weekly,26,Unk,No,No,43,N
3072,23,Female,Monthly,41,Unk,No,No,6,N
3073,26,Female,Quarterly,98,Unk,No,No,46,N
3074,58,Female,Bi-Weekly,63,Unk,No,No,7,N
3075,26,Female,Fortnightly,55,Unk,No,No,34,N
3076,54,Female,Every 3 Months,90,Unk,No,No,21,N
3077,66,Female,Bi-Weekly,46,Unk,No,No,13,N
3078,60,Female,Bi-Weekly,88,Unk,No,No,33,N
3079,32,Female,Bi-Weekly,95,Unk,No,No,24,N
3080,48,Female,Annually,31,Unk,No,No,4,N
3081,69,Female,Bi-Weekly,42,Unk,No,No,5,N
3082,64,Female,Weekly,44,Unk,No,No,11,N
3083,56,Female,Annually,99,Unk,No,No,20,N
3084,22,Female,Quarterly,20,Unk,No,No,28,N
3085,46,Female,Monthly,37,Unk,No,No,43,N
3086,24,Female,Every 3 Months,50,Unk,No,No,10,N
3087,47,Female,Every 3 Months,73,Unk,No,No,26,N
3088,62,Female,Monthly,84,Unk,No,No,29,N
3089,34,Female,Quarterly,64,Unk,No,No,35,N
3090,50,Female,Bi-Weekly,21,Unk,No,No,23,N
3091,29,Female,Quarterly,36,Unk,No,No,15,N
3092,68,Female,Annually,81,Unk,No,No,46,N
3093,52,Female,Bi-Weekly,54,Unk,No,No,14,N
3094,29,Female,Every 3 Months,63,Unk,No,No,17,N
3095,22,Female,Weekly,59,Unk,No,No,9,N
3096,62,Female,Fortnightly,53,Unk,No,No,13,N
3097,69,Female,Monthly,63,Unk,No,No,20,N
3098,48,Female,Quarterly,33,Unk,No,No,39,N
3099,66,Female,Quarterly,64,Unk,No,No,50,N
3100,42,Female,Bi-Weekly,98,Unk,No,No,21,N
3101,50,Female,Weekly,85,Unk,No,No,3,N
3102,32,Female,Fortnightly,82,Unk,No,No,9,N
3103,51,Female,Bi-Weekly,85,Unk,No,No,29,N
3104,27,Female,Weekly,37,Unk,No,No,42,N
3105,43,Female,Fortnightly,56,Unk,No,No,41,N
3106,48,Female,Monthly,33,Unk,No,No,17,N
3107,62,Female,Annually,57,Unk,No,No,20,N
3108,65,Female,Bi-Weekly,31,Unk,No,No,18,N
3109,50,Female,Monthly,69,Unk,No,No,7,N
3110,60,Female,Fortnightly,92,Unk,No,No,47,N
3111,19,Female,Bi-Weekly,46,Unk,No,No,2,N
3112,21,Female,Quarterly,81,Unk,No,No,25,N
3113,19,Female,Annually,97,Unk,No,No,26,N
3114,46,Female,Weekly,93,Unk,No,No,2,N
3115,21,Female,Bi-Weekly,56,Unk,No,No,45,N
3116,26,Female,Bi-Weekly,53,Unk,No,No,9,N
3117,50,Female,Weekly,66,Unk,No,No,1,N
3118,43,Female,Bi-Weekly,50,Unk,No,No,4,N
3119,61,Female,Quarterly,97,Unk,No,No,31,N
3120,63,Female,Every 3 Months,79,Unk,No,No,21,N
3121,46,Female,Fortnightly,76,Unk,No,No,32,N
3122,63,Female,Weekly,38,Unk,No,No,16,N
3123,23,Female,Fortnightly,45,Unk,No,No,34,N
3124,57,Female,Bi-Weekly,77,Unk,No,No,40,N
3125,57,Female,Every 3 Months,51,Unk,No,No,4,N
3126,33,Female,Quarterly,26,Unk,No,No,3,N
3127,57,Female,Bi-Weekly,76,Unk,No,No,28,N
3128,55,Female,Every 3 Months,94,Unk,No,No,43,N
3129,65,Female,Annually,32,Unk,No,No,20,N
3130,60,Female,Every 3 Months,20,Unk,No,No,40,N
3131,52,Female,Every 3 Months,20,Unk,No,No,34,N
3132,34,Female,Every 3 Months,59,Unk,No,No,11,N
3133,33,Female,Quarterly,97,Unk,No,No,26,N
3134,58,Female,Bi-Weekly,68,Unk,No,No,29,N
3135,35,Female,Weekly,66,Unk,No,No,47,N
3136,68,Female,Fortnightly,85,Unk,No,No,48,N
3137,58,Female,Bi-Weekly,32,Unk,No,No,29,N
3138,34,Female,Monthly,44,Unk,No,No,14,N
3139,47,Female,Every 3 Months,95,Unk,No,No,40,N
3140,35,Female,Weekly,85,Unk,No,No,4,N
3141,34,Female,Weekly,44,Unk,No,No,37,N
3142,36,Female,Bi-Weekly,30,Unk,No,No,47,N
3143,23,Female,Quarterly,21,Unk,No,No,1,N
3144,68,Female,Quarterly,22,Unk,No,No,26,N
3145,23,Female,Quarterly,70,Unk,No,No,12,N
3146,57,Female,Fortnightly,29,Unk,No,No,16,N
3147,21,Female,Annually,83,Unk,No,No,19,N
3148,45,Female,Weekly,99,Unk,No,No,21,N
3149,37,Female,Weekly,35,Unk,No,No,15,N
3150,18,Female,Annually,40,Unk,No,No,9,N
3151,55,Female,Bi-Weekly,25,Unk,No,No,7,N
3152,52,Female,Quarterly,64,Unk,No,No,47,N
3153,49,Female,Monthly,90,Unk,No,No,17,N
3154,56,Female,Fortnightly,88,Unk,No,No,46,N
3155,27,Female,Quarterly,55,Unk,No,No,32,N
3156,22,Female,Annually,90,Unk,No,No,34,N
3157,18,Female,Monthly,50,Unk,No,No,18,N
3158,21,Female,Fortnightly,34,Unk,No,No,5,N
3159,30,Female,Monthly,77,Unk,No,No,44,N
3160,62,Female,Quarterly,89,Unk,No,No,4,N
3161,28,Female,Fortnightly,87,Unk,No,No,37,N
3162,66,Female,Monthly,77,Unk,No,No,43,N
3163,66,Female,Quarterly,85,Unk,No,No,28,N
3164,49,Female,Monthly,66,Unk,No,No,36,N
3165,40,Female,Annually,32,Unk,No,No,16,N
3166,49,Female,Every 3 Months,92,Unk,No,No,38,N
3167,19,Female,Fortnightly,80,Unk,No,No,37,N
3168,24,Female,Bi-Weekly,78,Unk,No,No,9,N
3169,31,Female,Fortnightly,24,Unk,No,No,14,N
3170,35,Female,Weekly,59,Unk,No,No,3,N
3171,65,Female,Fortnightly,41,Unk,No,No,10,N
3172,68,Female,Bi-Weekly,26,Unk,No,No,26,N
3173,57,Female,Bi-Weekly,52,Unk,No,No,30,N
3174,69,Female,Fortnightly,46,Unk,No,No,32,N
3175,45,Female,Monthly,52,Unk,No,No,35,N
3176,35,Female,Every 3 Months,42,Unk,No,No,26,N
3177,36,Female,Monthly,37,Unk,No,No,39,N
3178,55,Female,Monthly,52,Unk,No,No,31,N
3179,66,Female,Annually,34,Unk,No,No,28,N
3180,57,Female,Bi-Weekly,88,Unk,No,No,12,N
3181,18,Female,Weekly,88,Unk,No,No,46,N
3182,31,Female,Every 3 Months,51,Unk,No,No,27,N
3183,50,Female,Annually,97,Unk,No,No,4,N
3184,50,Female,Every 3 Months,56,Unk,No,No,14,N
3185,61,Female,Quarterly,53,Unk,No,No,30,N
3186,52,Female,Annually,71,Unk,No,No,6,N
3187,38,Female,Annually,93,Unk,No,No,43,N
3188,67,Female,Weekly,72,Unk,No,No,28,N
3189,42,Female,Monthly,59,Unk,No,No,39,N
3190,25,Female,Bi-Weekly,87,Unk,No,No,30,N
3191,41,Female,Fortnightly,78,Unk,No,No,5,N
3192,62,Female,Every 3 Months,68,Unk,No,No,42,N
3193,19,Female,Fortnightly,76,Unk,No,No,20,N
3194,63,Female,Fortnightly,99,Unk,No,No,35,N
3195,43,Female,Bi-Weekly,52,Unk,No,No,10,N
3196,68,Female,Quarterly,58,Unk,No,No,36,N
3197,24,Female,Fortnightly,59,Unk,No,No,21,N
3198,27,Female,Every 3 Months,71,Unk,No,No,29,N
3199,61,Female,Weekly,94,Unk,No,No,39,N
3200,59,Female,Monthly,40,Unk,No,No,16,N
3201,67,Female,Monthly,24,Unk,No,No,32,N
3202,46,Female,Monthly,38,Unk,No,No,34,N
3203,65,Female,Annually,37,Unk,No,No,38,N
3204,63,Female,Annually,29,Unk,No,No,14,N
3205,57,Female,Bi-Weekly,92,Unk,No,No,23,N
3206,40,Female,Every 3 Months,24,Unk,No,No,50,N
3207,36,Female,Monthly,52,Unk,No,No,49,N
3208,67,Female,Annually,29,Unk,No,No,14,N
3209,61,Female,Weekly,30,Unk,No,No,42,N
3210,64,Female,Annually,31,Unk,No,No,39,N
3211,30,Female,Bi-Weekly,67,Unk,No,No,43,N
3212,53,Female,Monthly,65,Unk,No,No,12,N
3213,27,Female,Weekly,22,Unk,No,No,21,N
3214,27,Female,Monthly,56,Unk,No,No,33,N
3215,53,Female,Annually,78,Unk,No,No,6,N
3216,34,Female,Every 3 Months,90,Unk,No,No,10,N
3217,39,Female,Weekly,85,Unk,No,No,18,N
3218,44,Female,Weekly,58,Unk,No,No,46,N
3219,37,Female,Monthly,34,Unk,No,No,49,N
3220,57,Female,Weekly,40,Unk,No,No,39,N
3221,38,Female,Monthly,29,Unk,No,No,16,N
3222,21,Female,Annually,76,Unk,No,No,28,N
3223,45,Female,Quarterly,84,Unk,No,No,22,N
3224,68,Female,Bi-Weekly,65,Unk,No,No,36,N
3225,37,Female,Monthly,80,Unk,No,No,18,N
3226,53,Female,Weekly,98,Unk,No,No,31,N
3227,57,Female,Fortnightly,71,Unk,No,No,38,N
3228,28,Female,Quarterly,69,Unk,No,No,42,N
3229,37,Female,Annually,95,Unk,No,No,27,N
3230,54,Female,Monthly,67,Unk,No,No,24,N
3231,49,Female,Annually,49,Unk,No,No,38,N
3232,62,Female,Annually,97,Unk,No,No,9,N
3233,45,Female,Monthly,34,Unk,No,No,19,N
3234,45,Female,Bi-Weekly,74,Unk,No,No,11,N
3235,49,Female,Quarterly,96,Unk,No,No,16,N
3236,27,Female,Monthly,68,Unk,No,No,18,N
3237,63,Female,Monthly,84,Unk,No,No,8,N
3238,61,Female,Weekly,57,Unk,No,No,4,N
3239,25,Female,Quarterly,84,Unk,No,No,37,N
3240,33,Female,Monthly,32,Unk,No,No,30,N
3241,56,Female,Monthly,37,Unk,No,No,37,N
3242,50,Female,Quarterly,58,Unk,No,No,30,N
3243,45,Female,Weekly,74,Unk,No,No,17,N
3244,45,Female,Every 3 Months,99,Unk,No,No,11,N
3245,65,Female,Annually,81,Unk,No,No,42,N
3246,63,Female,Weekly,76,Unk,No,No,20,N
3247,70,Female,Monthly,98,Unk,No,No,37,N
3248,53,Female,Fortnightly,91,Unk,No,No,12,N
3249,22,Female,Quarterly,79,Unk,No,No,41,N
3250,26,Female,Quarterly,83,Unk,No,No,32,N
3251,23,Female,Weekly,90,Unk,No,No,15,N
3252,25,Female,Quarterly,20,Unk,No,No,39,N
3253,69,Female,Fortnightly,21,Unk,No,No,48,N
3254,36,Female,Fortnightly,60,Unk,No,No,8,N
3255,21,Female,Every 3 Months,31,Unk,No,No,11,N
3256,57,Female,Monthly,40,Unk,No,No,36,N
3257,60,Female,Every 3 Months,26,Unk,No,No,50,N
3258,44,Female,Every 3 Months,98,Unk,No,No,39,N
3259,31,Female,Bi-Weekly,51,Unk,No,No,11,N
3260,57,Female,Every 3 Months,95,Unk,No,No,5,N
3261,39,Female,Annually,36,Unk,No,No,7,N
3262,48,Female,Weekly,52,Unk,No,No,50,N
3263,42,Female,Every 3 Months,35,Unk,No,No,21,N
3264,56,Female,Fortnightly,68,Unk,No,No,31,N
3265,28,Female,Bi-Weekly,50,Unk,No,No,39,N
3266,40,Female,Fortnightly,100,Unk,No,No,28,N
3267,49,Female,Weekly,74,Unk,No,No,33,N
3268,37,Female,Quarterly,45,Unk,No,No,42,N
3269,22,Female,Every 3 Months,97,Unk,No,No,5,N
3270,27,Female,Monthly,60,Unk,No,No,25,N
3271,59,Female,Annually,25,Unk,No,No,48,N
3272,35,Female,Weekly,55,Unk,No,No,30,N
3273,58,Female,Quarterly,99,Unk,No,No,34,N
3274,58,Female,Every 3 Months,45,Unk,No,No,34,N
3275,46,Female,Fortnightly,20,Unk,No,No,14,N
3276,43,Female,Weekly,88,Unk,No,No,2,N
3277,39,Female,Every 3 Months,99,Unk,No,No,41,N
3278,59,Female,Monthly,86,Unk,No,No,3,N
3279,59,Female,Weekly,70,Unk,No,No,18,N
3280,59,Female,Fortnightly,50,Unk,No,No,1,N
3281,45,Female,Monthly,57,Unk,No,No,5,N
3282,27,Female,Annually,69,Unk,No,No,41,N
3283,24,Female,Monthly,94,Unk,No,No,5,N
3284,47,Female,Every 3 Months,24,Unk,No,No,10,N
3285,70,Female,Annually,79,Unk,No,No,20,N
3286,58,Female,Weekly,31,Unk,No,No,11,N
3287,45,Female,Fortnightly,67,Unk,No,No,4,N
3288,24,Female,Weekly,63,Unk,No,No,38,N
3289,67,Female,Bi-Weekly,61,Unk,No,No,19,N
3290,31,Female,Every 3 Months,50,Unk,No,No,16,N
3291,52,Female,Monthly,82,Unk,No,No,2,N
3292,29,Female,Monthly,51,Unk,No,No,11,N
3293,62,Female,Fortnightly,23,Unk,No,No,18,N
3294,19,Female,Fortnightly,91,Unk,No,No,47,N
3295,62,Female,Bi-Weekly,60,Unk,No,No,15,N
3296,70,Female,Weekly,34,Unk,No,No,15,N
3297,20,Female,Quarterly,23,Unk,No,No,47,N
3298,67,Female,Monthly,82,Unk,No,No,47,N
3299,65,Female,Every 3 Months,73,Unk,No,No,6,N
3300,45,Female,Monthly,32,Unk,No,No,18,N
3301,26,Female,Bi-Weekly,80,Unk,No,No,40,N
3302,36,Female,Fortnightly,58,Unk,No,No,31,N
3303,36,Female,Bi-Weekly,82,Unk,No,No,31,N
3304,20,Female,Fortnightly,60,Unk,No,No,4,N
3305,30,Female,Every 3 Months,79,Unk,No,No,36,N
3306,34,Female,Bi-Weekly,41,Unk,No,No,31,N
3307,63,Female,Fortnightly,39,Unk,No,No,6,N
3308,18,Female,Monthly,36,Unk,No,No,1,N
3309,55,Female,Monthly,70,Unk,No,No,29,N
3310,48,Female,Monthly,47,Unk,No,No,19,N
3311,45,Female,Fortnightly,27,Unk,No,No,12,N
3312,29,Female,Annually,52,Unk,No,No,18,N
3313,55,Female,Quarterly,75,Unk,No,No,45,N
3314,55,Female,Monthly,30,Unk,No,No,45,N
3315,55,Female,Quarterly,94,Unk,No,No,8,N
3316,48,Female,Every 3 Months,68,Unk,No,No,4,N
3317,42,Female,Fortnightly,45,Unk,No,No,5,N
3318,21,Female,Quarterly,67,Unk,No,No,30,N
3319,45,Female,Monthly,46,Unk,No,No,15,N
3320,23,Female,Every 3 Months,31,Unk,No,No,17,N
3321,66,Female,Every 3 Months,44,Unk,No,No,45,N
3322,32,Female,Annually,100,Unk,No,No,3,N
3323,52,Female,Weekly,92,Unk,No,No,43,N
3324,54,Female,Monthly,78,Unk,No,No,4,N
3325,37,Female,Weekly,32,Unk,No,No,41,N
3326,29,Female,Monthly,97,Unk,No,No,16,N
3327,47,Female,Annually,95,Unk,No,No,10,N
3328,47,Female,Quarterly,64,Unk,No,No,2,N
3329,42,Female,Bi-Weekly,35,Unk,No,No,11,N
3330,34,Female,Bi-Weekly,54,Unk,No,No,1,N
3331,38,Female,Quarterly,96,Unk,No,No,41,N
3332,55,Female,Quarterly,58,Unk,No,No,39,N
3333,27,Female,Bi-Weekly,23,Unk,No,No,1,N
3334,55,Female,Monthly,35,Unk,No,No,3,N
3335,66,Female,Annually,23,Unk,No,No,21,N
3336,44,Female,Quarterly,94,Unk,No,No,48,N
3337,39,Female,Annually,45,Unk,No,No,24,N
3338,23,Female,Bi-Weekly,23,Unk,No,No,45,N
3339,29,Female,Monthly,94,Unk,No,No,46,N
3340,20,Female,Fortnightly,99,Unk,No,No,35,N
3341,42,Female,Fortnightly,36,Unk,No,No,47,N
3342,55,Female,Monthly,50,Unk,No,No,35,N
3343,66,Female,Weekly,81,Unk,No,No,45,N
3344,24,Female,Bi-Weekly,31,Unk,No,No,6,N
3345,62,Female,Annually,48,Unk,No,No,20,N
3346,28,Female,Bi-Weekly,91,Unk,No,No,3,N
3347,30,Female,Quarterly,99,Unk,No,No,30,N
3348,22,Female,Bi-Weekly,70,Unk,No,No,28,N
3349,28,Female,Every 3 Months,74,Unk,No,No,15,N
